Year,day,home_team_name,away_team_name
2022,1,Rangers,Rockies
2022,1,Yankees,Blue Jays
2022,1,Royals,Dodgers
2022,1,Astros,Reds
2022,1,Twins,Giants
2022,1,Mets,Pirates
2022,1,Padres,Tigers
2022,1,Cubs,Rays
2022,1,Red Sox,Phillies
2022,1,Indians,Marlins
2022,1,Braves,Brewers
2022,1,Nationals,Orioles
2022,1,Diamondbacks,Mariners
2022,1,White Sox,Athletics
2022,1,Angels,Cardinals
2022,2,Tigers,Dodgers
2022,2,Nationals,Cardinals
2022,2,Athletics,Mets
2022,2,Giants,Pirates
2022,2,Indians,Brewers
2022,2,Marlins,Red Sox
2022,2,Angels,Mariners
2022,2,Braves,Rockies
2022,2,White Sox,Blue Jays
2022,2,Diamondbacks,Royals
2022,2,Twins,Rangers
2022,2,Padres,Astros
2022,2,Reds,Yankees
2022,2,Orioles,Cubs
2022,2,Phillies,Rays
2022,3,Nationals,Cubs
2022,3,Dodgers,Cardinals
2022,3,Padres,Red Sox
2022,3,Tigers,Marlins
2022,3,White Sox,Reds
2022,3,Pirates,Rangers
2022,3,Braves,Indians
2022,3,Astros,Phillies
2022,3,Twins,Royals
2022,3,Rays,Giants
2022,3,Yankees,Rockies
2022,3,Mariners,Blue Jays
2022,3,Mets,Diamondbacks
2022,3,Orioles,Athletics
2022,3,Angels,Brewers
2022,4,Rockies,Twins
2022,4,Nationals,Dodgers
2022,4,Pirates,Marlins
2022,4,Cardinals,Indians
2022,4,Yankees,Angels
2022,4,Orioles,Blue Jays
2022,4,Astros,Rays
2022,4,Cubs,Braves
2022,4,Giants,Reds
2022,4,Royals,Red Sox
2022,4,Phillies,Mariners
2022,4,White Sox,Athletics
2022,4,Rangers,Diamondbacks
2022,4,Mets,Padres
2022,4,Brewers,Tigers
2022,5,Blue Jays,Rockies
2022,5,Cubs,Yankees
2022,5,Diamondbacks,Indians
2022,5,Royals,White Sox
2022,5,Cardinals,Nationals
2022,5,Orioles,Reds
2022,5,Brewers,Athletics
2022,5,Padres,Rays
2022,5,Astros,Angels
2022,5,Braves,Giants
2022,5,Mariners,Tigers
2022,5,Twins,Dodgers
2022,5,Marlins,Rangers
2022,5,Pirates,Mets
2022,5,Phillies,Red Sox
2022,6,Pirates,Red Sox
2022,6,Diamondbacks,Brewers
2022,6,Braves,Mets
2022,6,Indians,Rockies
2022,6,Twins,Blue Jays
2022,6,Marlins,White Sox
2022,6,Dodgers,Cardinals
2022,6,Orioles,Rangers
2022,6,Rays,Yankees
2022,6,Royals,Cubs
2022,6,Astros,Tigers
2022,6,Phillies,Nationals
2022,6,Angels,Padres
2022,6,Mariners,Reds
2022,6,Giants,Athletics
2022,7,Diamondbacks,Reds
2022,7,Red Sox,Blue Jays
2022,7,Pirates,Mets
2022,7,Padres,Marlins
2022,7,Rangers,Rays
2022,7,Cardinals,Rockies
2022,7,Cubs,Nationals
2022,7,Tigers,White Sox
2022,7,Angels,Dodgers
2022,7,Mariners,Royals
2022,7,Phillies,Orioles
2022,7,Twins,Brewers
2022,7,Astros,Indians
2022,7,Braves,Giants
2022,7,Yankees,Athletics
2022,8,Giants,Angels
2022,8,White Sox,Braves
2022,8,Cardinals,Blue Jays
2022,8,Pirates,Diamondbacks
2022,8,Mets,Phillies
2022,8,Marlins,Indians
2022,8,Brewers,Padres
2022,8,Athletics,Twins
2022,8,Yankees,Reds
2022,8,Rays,Mariners
2022,8,Red Sox,Rockies
2022,8,Nationals,Cubs
2022,8,Dodgers,Orioles
2022,8,Rangers,Tigers
2022,8,Royals,Astros
2022,9,Yankees,Rockies
2022,9,Pirates,Braves
2022,9,Marlins,Dodgers
2022,9,Blue Jays,Rays
2022,9,Diamondbacks,Angels
2022,9,Mets,Orioles
2022,9,Padres,Cubs
2022,9,Cardinals,Giants
2022,9,Athletics,Rangers
2022,9,Nationals,Mariners
2022,9,Royals,White Sox
2022,9,Brewers,Phillies
2022,9,Twins,Astros
2022,9,Red Sox,Tigers
2022,9,Indians,Reds
2022,10,Tigers,Angels
2022,10,Cubs,Giants
2022,10,Marlins,Dodgers
2022,10,Royals,Cardinals
2022,10,Diamondbacks,Astros
2022,10,Rangers,Red Sox
2022,10,Yankees,Blue Jays
2022,10,Braves,Mariners
2022,10,Nationals,Orioles
2022,10,Mets,Pirates
2022,10,Brewers,Reds
2022,10,Rockies,Athletics
2022,10,Rays,Padres
2022,10,Indians,Twins
2022,10,Phillies,White Sox
2022,11,Red Sox,Royals
2022,11,Orioles,Diamondbacks
2022,11,Rangers,Cubs
2022,11,Rockies,Pirates
2022,11,Brewers,Giants
2022,11,Angels,Braves
2022,11,Mets,Yankees
2022,11,Cardinals,Tigers
2022,11,Blue Jays,Twins
2022,11,Mariners,Padres
2022,11,Reds,Nationals
2022,11,Phillies,Astros
2022,11,Athletics,White Sox
2022,11,Dodgers,Marlins
2022,11,Indians,Rays
2022,12,Athletics,Royals
2022,12,Indians,Rangers
2022,12,Cardinals,Tigers
2022,12,Blue Jays,Reds
2022,12,Phillies,Yankees
2022,12,Padres,White Sox
2022,12,Diamondbacks,Cubs
2022,12,Mariners,Astros
2022,12,Marlins,Brewers
2022,12,Nationals,Angels
2022,12,Pirates,Red Sox
2022,12,Orioles,Dodgers
2022,12,Twins,Mets
2022,12,Rockies,Braves
2022,12,Rays,Giants
2022,13,Tigers,Orioles
