Year,day,home_team_name,away_team_name
2020,1,Royals,Orioles
2020,1,Rays,Braves
2020,1,Red Sox,Pirates
2020,1,Angels,Nationals
2020,1,Dodgers,Astros
2020,1,Cardinals,Yankees
2020,1,Athletics,Padres
2020,1,Twins,Blue Jays
2020,1,Mets,Giants
2020,1,Rangers,Tigers
2020,1,Indians,Mariners
2020,1,Rockies,Reds
2020,1,Cubs,Brewers
2020,1,Diamondbacks,Phillies
2020,1,White Sox,Marlins
2020,2,Cubs,Angels
2020,2,Marlins,Reds
2020,2,Tigers,Mets
2020,2,Royals,Nationals
2020,2,Cardinals,Pirates
2020,2,Braves,Athletics
2020,2,Brewers,Rockies
2020,2,Indians,Red Sox
2020,2,Twins,White Sox
2020,2,Rangers,Phillies
2020,2,Yankees,Mariners
2020,2,Dodgers,Diamondbacks
2020,2,Blue Jays,Padres
2020,2,Giants,Astros
2020,2,Rays,Orioles
2020,3,Marlins,Rangers
2020,3,White Sox,Cardinals
2020,3,Nationals,Giants
2020,3,Red Sox,Yankees
2020,3,Indians,Mariners
2020,3,Padres,Cubs
2020,3,Athletics,Twins
2020,3,Angels,Dodgers
2020,3,Mets,Blue Jays
2020,3,Reds,Rays
2020,3,Pirates,Brewers
2020,3,Orioles,Royals
2020,3,Tigers,Braves
2020,3,Rockies,Diamondbacks
2020,3,Phillies,Astros
2020,4,Rangers,Tigers
2020,4,Royals,White Sox
2020,4,Diamondbacks,Phillies
2020,4,Angels,Blue Jays
2020,4,Brewers,Yankees
2020,4,Marlins,Rockies
2020,4,Giants,Indians
2020,4,Orioles,Cubs
2020,4,Rays,Braves
2020,4,Pirates,Athletics
2020,4,Cardinals,Red Sox
2020,4,Mets,Padres
2020,4,Nationals,Dodgers
2020,4,Astros,Reds
2020,4,Twins,Mariners
2020,5,Tigers,Mets
2020,5,Blue Jays,Twins
2020,5,Nationals,Phillies
2020,5,Cubs,Dodgers
2020,5,Mariners,Red Sox
2020,5,Indians,Marlins
2020,5,Pirates,Giants
2020,5,Orioles,Rockies
2020,5,Athletics,Rays
2020,5,Reds,Padres
2020,5,Rangers,White Sox
2020,5,Angels,Braves
2020,5,Brewers,Diamondbacks
2020,5,Astros,Cardinals
2020,5,Royals,Yankees
2020,6,Twins,Astros
2020,6,Rockies,Blue Jays
2020,6,Phillies,Athletics
2020,6,Rays,Rangers
2020,6,Mets,White Sox
2020,6,Indians,Mariners
2020,6,Red Sox,Angels
2020,6,Braves,Nationals
2020,6,Cardinals,Tigers
2020,6,Brewers,Orioles
2020,6,Giants,Yankees
2020,6,Royals,Cubs
2020,6,Reds,Diamondbacks
2020,6,Marlins,Padres
2020,6,Pirates,Dodgers
2020,7,Royals,Reds
2020,7,Rockies,Athletics
2020,7,Dodgers,Brewers
2020,7,Giants,Padres
2020,7,Nationals,Red Sox
2020,7,Blue Jays,Rays
2020,7,Pirates,Twins
2020,7,Mets,Phillies
2020,7,Mariners,Cubs
2020,7,Diamondbacks,Braves
2020,7,Astros,Tigers
2020,7,Yankees,White Sox
2020,7,Indians,Marlins
2020,7,Cardinals,Angels
2020,7,Orioles,Rangers
2020,8,Rockies,Royals
2020,8,Pirates,Indians
2020,8,Angels,Rangers
2020,8,Reds,Mets
2020,8,Tigers,Giants
2020,8,Brewers,Cardinals
2020,8,Phillies,Dodgers
2020,8,Orioles,Twins
2020,8,Red Sox,Nationals
2020,8,Cubs,Padres
2020,8,Diamondbacks,Braves
2020,8,Athletics,Yankees
2020,8,Marlins,Mariners
2020,8,Blue Jays,Rays
2020,8,White Sox,Astros
2020,9,Yankees,Red Sox
2020,9,Brewers,Orioles
2020,9,Cubs,Rangers
2020,9,White Sox,Angels
2020,9,Pirates,Phillies
2020,9,Mets,Mariners
2020,9,Royals,Rays
2020,9,Tigers,Marlins
2020,9,Dodgers,Twins
2020,9,Diamondbacks,Nationals
2020,9,Astros,Braves
2020,9,Padres,Cardinals
2020,9,Rockies,Reds
2020,9,Athletics,Giants
2020,9,Blue Jays,Indians
2020,10,Giants,Pirates
2020,10,Tigers,Cardinals
2020,10,Angels,Rockies
2020,10,Padres,Astros
2020,10,Blue Jays,Mariners
2020,10,Yankees,Rangers
2020,10,Orioles,Mets
2020,10,Reds,Braves
2020,10,Twins,Red Sox
2020,10,Nationals,Diamondbacks
2020,10,Royals,Rays
2020,10,Brewers,Phillies
2020,10,Cubs,Dodgers
2020,10,White Sox,Marlins
2020,10,Indians,Athletics
2020,11,Twins,Mets
2020,11,Diamondbacks,Phillies
2020,11,Rangers,Rockies
2020,11,Dodgers,Athletics
2020,11,Tigers,White Sox
2020,11,Braves,Pirates
2020,11,Red Sox,Padres
2020,11,Cardinals,Nationals
2020,11,Orioles,Marlins
2020,11,Angels,Cubs
2020,11,Indians,Astros
2020,11,Reds,Blue Jays
2020,11,Brewers,Mariners
2020,11,Giants,Royals
2020,11,Rays,Yankees
2020,12,Red Sox,Marlins
2020,12,Mets,Giants
2020,12,Angels,Nationals
2020,12,Tigers,Rockies
2020,12,Braves,Phillies
2020,12,Athletics,Padres
2020,12,Diamondbacks,Dodgers
2020,12,Brewers,Cardinals
2020,12,Twins,Yankees
2020,12,Royals,Orioles
2020,12,Pirates,Rangers
2020,12,Reds,White Sox
2020,12,Cubs,Indians
2020,12,Blue Jays,Rays
2020,12,Astros,Mariners
2020,13,Rays,Diamondbacks
2020,13,Reds,Mariners
2020,13,Athletics,Cardinals
2020,13,Brewers,Indians
2020,13,Royals,Orioles
2020,13,Yankees,Blue Jays
2020,13,Giants,Padres
2020,13,Cubs,Rangers
2020,13,Red Sox,Rockies
2020,13,Braves,Tigers
2020,13,Twins,Pirates
2020,13,Phillies,Astros
2020,13,Nationals,Angels
2020,13,Mets,White Sox
2020,13,Marlins,Dodgers
2020,14,Yankees,Diamondbacks
2020,14,Braves,Twins
2020,14,Mets,Dodgers
2020,14,Marlins,Mariners
2020,14,Royals,Astros
2020,14,Tigers,Reds
2020,14,Brewers,Rays
2020,14,Rangers,Cardinals
2020,14,Nationals,Phillies
2020,14,Angels,Blue Jays
2020,14,Cubs,White Sox
2020,14,Padres,Pirates
2020,14,Orioles,Giants
2020,14,Athletics,Red Sox
2020,14,Rockies,Indians
2020,15,Rockies,Nationals
2020,15,Indians,Marlins
2020,15,Yankees,Phillies
2020,15,Orioles,Astros
2020,15,Rangers,Reds
2020,15,Tigers,Brewers
2020,15,Dodgers,Giants
2020,15,Mets,Athletics
2020,15,Diamondbacks,Pirates
2020,15,Braves,Cardinals
2020,15,Cubs,Mariners
2020,15,Red Sox,Blue Jays
2020,15,White Sox,Rays
2020,15,Royals,Twins
2020,15,Padres,Angels
2020,16,Astros,Cubs
2020,16,Indians,Reds
2020,16,Athletics,Rays
2020,16,Yankees,Red Sox
2020,16,Diamondbacks,Braves
2020,16,Brewers,Cardinals
2020,16,Mariners,Nationals
2020,16,Twins,Padres
2020,16,Royals,Angels
2020,16,Rockies,Phillies
2020,16,Giants,Orioles
2020,16,Dodgers,Mets
2020,16,White Sox,Pirates
2020,16,Marlins,Blue Jays
2020,16,Rangers,Tigers
2020,17,Braves,Athletics
2020,17,Marlins,Yankees
2020,17,Rays,Phillies
2020,17,Rangers,Nationals
2020,17,White Sox,Angels
2020,17,Rockies,Dodgers
2020,17,Pirates,Mets
2020,17,Tigers,Cubs
2020,17,Indians,Cardinals
2020,17,Blue Jays,Twins
2020,17,Mariners,Royals
2020,17,Giants,Red Sox
2020,17,Orioles,Astros
2020,17,Reds,Brewers
2020,17,Padres,Diamondbacks
2020,18,Angels,Royals
2020,18,Red Sox,Phillies
2020,18,Diamondbacks,Astros
2020,18,Indians,Cardinals
2020,18,Rays,Giants
2020,18,Pirates,Brewers
2020,18,Braves,Blue Jays
2020,18,Dodgers,Cubs
2020,18,White Sox,Mariners
2020,18,Marlins,Yankees
2020,18,Nationals,Orioles
2020,18,Mets,Twins
2020,18,Reds,Tigers
2020,18,Rockies,Padres
2020,18,Athletics,Rangers
2020,19,Cubs,Nationals
2020,19,Marlins,Mets
2020,19,Reds,Pirates
2020,19,Cardinals,Phillies
2020,19,Royals,Astros
2020,19,White Sox,Padres
2020,19,Angels,Rangers
2020,19,Braves,Mariners
2020,19,Rockies,Athletics
2020,19,Indians,Rays
2020,19,Yankees,Blue Jays
2020,19,Tigers,Diamondbacks
2020,19,Red Sox,Dodgers
2020,19,Orioles,Twins
2020,19,Brewers,Giants
2020,20,Rangers,Tigers
2020,20,Rockies,Yankees
2020,20,Mariners,Dodgers
2020,20,Royals,Indians
2020,20,Mets,White Sox
2020,20,Braves,Cardinals
2020,20,Blue Jays,Padres
2020,20,Rays,Red Sox
2020,20,Cubs,Twins
2020,20,Giants,Nationals
2020,20,Diamondbacks,Phillies
2020,20,Reds,Athletics
2020,20,Astros,Brewers
2020,20,Marlins,Angels
2020,20,Orioles,Pirates
2020,21,Royals,Rockies
2020,21,Padres,Mets
2020,21,Dodgers,Giants
2020,21,Pirates,Yankees
2020,21,Marlins,Mariners
2020,21,Orioles,Tigers
2020,21,Athletics,Red Sox
2020,21,Cubs,Angels
2020,21,Brewers,Blue Jays
2020,21,Cardinals,Rangers
2020,21,Nationals,Astros
2020,21,Twins,Reds
2020,21,Rays,White Sox
2020,21,Diamondbacks,Braves
2020,21,Phillies,Indians
2020,22,Tigers,Royals
2020,22,Reds,Angels
2020,22,Cubs,Phillies
2020,22,Athletics,Padres
2020,22,Red Sox,Dodgers
2020,22,Twins,Pirates
2020,22,Rangers,Indians
2020,22,Blue Jays,Braves
2020,22,Cardinals,Rays
2020,22,Rockies,Brewers
2020,22,Yankees,Astros
2020,22,Orioles,Marlins
2020,22,Mariners,Mets
2020,22,Diamondbacks,Nationals
2020,22,White Sox,Giants
2020,23,Padres,Brewers
2020,23,Cubs,Blue Jays
2020,23,Nationals,Athletics
2020,23,White Sox,Braves
2020,23,Marlins,Mets
2020,23,Red Sox,Orioles
2020,23,Twins,Mariners
2020,23,Yankees,Indians
2020,23,Pirates,Angels
2020,23,Cardinals,Reds
2020,23,Rockies,Diamondbacks
2020,23,Dodgers,Phillies
2020,23,Astros,Rays
2020,23,Rangers,Tigers
2020,23,Giants,Royals
2020,24,Pirates,Phillies
2020,24,Rockies,Cardinals
2020,24,Nationals,Rangers
2020,24,Twins,Red Sox
2020,24,Reds,Rays
2020,24,Dodgers,Tigers
2020,24,Cubs,Braves
2020,24,Mets,Angels
2020,24,Diamondbacks,Mariners
2020,24,Royals,Orioles
2020,24,Indians,Athletics
2020,24,Giants,White Sox
