Year,day,home_team_name,away_team_name
2016,1,Dodgers,Tigers
2016,1,Marlins,Mariners
2016,1,Cardinals,Red Sox
2016,1,Rangers,Yankees
2016,1,Blue Jays,Angels
2016,1,Reds,Braves
2016,1,Cubs,Indians
2016,1,Phillies,Giants
2016,1,Rockies,Mets
2016,1,Athletics,Pirates
2016,1,Astros,Orioles
2016,1,Twins,Diamondbacks
2016,1,White Sox,Padres
2016,1,Royals,Brewers
2016,1,Nationals,Rays
2016,2,Mariners,Tigers
2016,2,Angels,Dodgers
2016,2,Rangers,Athletics
2016,2,Diamondbacks,Orioles
2016,2,Brewers,Astros
2016,2,Red Sox,Braves
2016,2,Giants,Nationals
2016,2,Indians,Rockies
2016,2,Mets,Cubs
2016,2,Padres,Marlins
2016,2,Reds,Rays
2016,2,Pirates,Phillies
2016,2,Royals,Yankees
2016,2,Blue Jays,Cardinals
2016,2,White Sox,Twins
2016,3,Astros,Marlins
2016,3,Rays,Indians
2016,3,Braves,Orioles
2016,3,Blue Jays,Cubs
2016,3,Phillies,Yankees
2016,3,Angels,Diamondbacks
2016,3,Cardinals,Padres
2016,3,Giants,Tigers
2016,3,Pirates,Mets
2016,3,Rangers,Twins
2016,3,Brewers,Rockies
2016,3,Red Sox,Dodgers
2016,3,Mariners,Athletics
2016,3,Royals,White Sox
2016,3,Nationals,Reds
2016,4,Diamondbacks,Brewers
2016,4,Giants,Rays
2016,4,Padres,Reds
2016,4,Rangers,Astros
2016,4,Nationals,Phillies
2016,4,Yankees,Mets
2016,4,Royals,Blue Jays
2016,4,Cardinals,Tigers
2016,4,Pirates,Rockies
2016,4,Angels,Orioles
2016,4,Marlins,Mariners
2016,4,White Sox,Braves
2016,4,Twins,Red Sox
2016,4,Indians,Athletics
2016,4,Dodgers,Cubs
2016,5,Braves,Red Sox
2016,5,Nationals,Dodgers
2016,5,Mets,Brewers
2016,5,Blue Jays,Cubs
2016,5,Athletics,Angels
2016,5,Tigers,Yankees
2016,5,Twins,Pirates
2016,5,Marlins,Giants
2016,5,Cardinals,White Sox
2016,5,Padres,Rays
2016,5,Orioles,Indians
2016,5,Astros,Phillies
2016,5,Royals,Rockies
2016,5,Reds,Diamondbacks
2016,5,Rangers,Mariners
