Year,day,home_team_name,away_team_name
2017,1,Marlins,Red Sox
2017,1,Reds,Royals
2017,1,Mariners,Braves
2017,1,Twins,Nationals
2017,1,Phillies,Athletics
2017,1,Rays,Tigers
2017,1,Orioles,Blue Jays
2017,1,Cubs,Padres
2017,1,Rangers,Yankees
2017,1,Astros,Diamondbacks
2017,1,Brewers,Cardinals
2017,1,Giants,Rockies
2017,1,Pirates,Angels
2017,1,White Sox,Dodgers
2017,1,Mets,Indians
2017,2,Cardinals,Reds
2017,2,Rockies,Orioles
2017,2,Giants,Mariners
2017,2,Dodgers,Athletics
2017,2,White Sox,Blue Jays
2017,2,Yankees,Tigers
2017,2,Twins,Red Sox
2017,2,Pirates,Indians
2017,2,Marlins,Mets
2017,2,Braves,Rangers
2017,2,Astros,Royals
2017,2,Diamondbacks,Phillies
2017,2,Nationals,Rays
2017,2,Brewers,Angels
2017,2,Cubs,Padres
2017,3,Astros,Orioles
2017,3,Cardinals,Athletics
2017,3,Rays,Brewers
2017,3,Reds,Nationals
2017,3,Twins,Indians
2017,3,Giants,Angels
2017,3,Tigers,Diamondbacks
2017,3,Rockies,Dodgers
2017,3,White Sox,Cubs
2017,3,Yankees,Pirates
2017,3,Padres,Red Sox
2017,3,Braves,Blue Jays
2017,3,Mariners,Marlins
2017,3,Phillies,Royals
2017,3,Rangers,Mets
2017,4,Marlins,Yankees
2017,4,Indians,Braves
2017,4,Dodgers,Rangers
2017,4,Brewers,Athletics
2017,4,Mariners,Astros
2017,4,Orioles,Padres
2017,4,Rockies,Cubs
2017,4,Rays,Diamondbacks
2017,4,Reds,Giants
2017,4,Angels,Red Sox
2017,4,Royals,Nationals
2017,4,Blue Jays,Mets
2017,4,Pirates,Phillies
2017,4,Tigers,Cardinals
2017,4,White Sox,Twins
2017,5,Royals,Reds
2017,5,Astros,Athletics
2017,5,Indians,Pirates
2017,5,Dodgers,Mets
2017,5,Cubs,Angels
2017,5,Marlins,Diamondbacks
2017,5,Padres,White Sox
2017,5,Yankees,Rockies
2017,5,Blue Jays,Rays
2017,5,Rangers,Twins
2017,5,Phillies,Mariners
2017,5,Cardinals,Giants
2017,5,Braves,Nationals
2017,5,Red Sox,Orioles
2017,5,Tigers,Brewers
2017,6,Reds,Indians
2017,6,Cubs,White Sox
2017,6,Yankees,Athletics
2017,6,Rangers,Blue Jays
2017,6,Brewers,Cardinals
2017,6,Padres,Mets
2017,6,Astros,Rays
2017,6,Marlins,Twins
2017,6,Braves,Mariners
2017,6,Nationals,Dodgers
2017,6,Red Sox,Tigers
2017,6,Pirates,Giants
2017,6,Phillies,Diamondbacks
2017,6,Orioles,Rockies
2017,6,Royals,Angels
2017,7,Orioles,Pirates
2017,7,Tigers,Royals
2017,7,Dodgers,Yankees
2017,7,Blue Jays,Diamondbacks
2017,7,Phillies,Nationals
2017,7,Cardinals,Giants
2017,7,Cubs,Mets
2017,7,Indians,Red Sox
2017,7,Twins,Marlins
2017,7,Padres,Rays
2017,7,Mariners,Brewers
2017,7,Astros,White Sox
2017,7,Braves,Reds
2017,7,Angels,Athletics
2017,7,Rangers,Rockies
2017,8,Nationals,Phillies
2017,8,Yankees,Cubs
2017,8,Diamondbacks,Indians
2017,8,Brewers,Angels
2017,8,Red Sox,Rangers
2017,8,White Sox,Mets
2017,8,Giants,Padres
2017,8,Cardinals,Astros
2017,8,Rockies,Reds
2017,8,Marlins,Mariners
2017,8,Blue Jays,Rays
2017,8,Twins,Pirates
2017,8,Braves,Orioles
2017,8,Royals,Dodgers
2017,8,Athletics,Tigers
2017,9,Orioles,Angels
2017,9,Indians,Mets
2017,9,Dodgers,Reds
2017,9,Rockies,Phillies
2017,9,Yankees,Royals
2017,9,Tigers,Cardinals
2017,9,Padres,Rangers
2017,9,Twins,Brewers
2017,9,Braves,Giants
2017,9,Astros,Diamondbacks
2017,9,Rays,Mariners
2017,9,Athletics,Marlins
