Year,day,home_team_name,away_team_name
2015,1,Cardinals,Phillies
2015,1,Athletics,Cubs
2015,1,Marlins,Twins
2015,1,Mets,Indians
2015,1,Dodgers,Nationals
2015,1,Pirates,Royals
2015,1,Rays,Reds
2015,1,White Sox,Giants
2015,1,Angels,Blue Jays
2015,1,Padres,Tigers
2015,1,Yankees,Red Sox
2015,1,Astros,Rockies
2015,1,Mariners,Brewers
2015,1,Rangers,Diamondbacks
2015,1,Braves,Orioles
2015,2,Blue Jays,Braves
2015,2,Rockies,Padres
2015,2,Pirates,Giants
2015,2,Twins,Mariners
2015,2,Cardinals,Angels
2015,2,Yankees,Dodgers
2015,2,White Sox,Rangers
2015,2,Orioles,Brewers
2015,2,Cubs,Athletics
2015,2,Marlins,Tigers
2015,2,Royals,Phillies
2015,2,Reds,Rays
2015,2,Nationals,Mets
2015,2,Diamondbacks,Indians
2015,2,Red Sox,Astros
2015,3,Reds,Astros
2015,3,Mets,Yankees
2015,3,Diamondbacks,Braves
2015,3,Tigers,Royals
2015,3,Giants,Athletics
2015,3,Nationals,Marlins
2015,3,Rangers,Padres
2015,3,Cardinals,Twins
2015,3,Mariners,Indians
2015,3,Rays,Dodgers
2015,3,Orioles,Rockies
2015,3,White Sox,Phillies
2015,3,Red Sox,Cubs
2015,3,Pirates,Blue Jays
2015,3,Angels,Brewers
2015,4,Blue Jays,Braves
2015,4,Marlins,Royals
2015,4,Giants,Rays
2015,4,Astros,Twins
2015,4,Reds,Yankees
2015,4,Padres,Red Sox
2015,4,Tigers,Pirates
2015,4,Nationals,White Sox
2015,4,Rangers,Mets
2015,4,Mariners,Brewers
2015,4,Cubs,Phillies
2015,4,Orioles,Athletics
2015,4,Indians,Dodgers
2015,4,Cardinals,Rockies
2015,4,Angels,Diamondbacks
2015,5,Mets,Blue Jays
2015,5,Giants,Cardinals
2015,5,Dodgers,Indians
2015,5,Orioles,Pirates
2015,5,Twins,White Sox
2015,5,Cubs,Angels
2015,5,Reds,Rockies
2015,5,Athletics,Braves
2015,5,Padres,Rays
2015,5,Yankees,Red Sox
2015,5,Rangers,Astros
2015,5,Phillies,Marlins
2015,5,Tigers,Royals
2015,5,Diamondbacks,Brewers
2015,5,Nationals,Mariners
2015,6,Reds,Tigers
2015,6,Yankees,Rockies
2015,6,Mariners,Twins
2015,6,Angels,Phillies
2015,6,Padres,Nationals
2015,6,Giants,Cubs
2015,6,Orioles,Marlins
2015,6,Braves,Rangers
2015,6,Red Sox,White Sox
2015,6,Mets,Indians
2015,6,Brewers,Diamondbacks
2015,6,Blue Jays,Rays
2015,6,Dodgers,Pirates
2015,6,Royals,Cardinals
2015,6,Athletics,Astros
2015,7,Royals,Padres
2015,7,Angels,Twins
2015,7,Diamondbacks,Rays
2015,7,Mariners,Rockies
2015,7,Cubs,Brewers
2015,7,Dodgers,Phillies
2015,7,Mets,Braves
2015,7,White Sox,Pirates
2015,7,Cardinals,Red Sox
2015,7,Giants,Indians
2015,7,Athletics,Nationals
2015,7,Tigers,Orioles
2015,7,Rangers,Astros
2015,7,Blue Jays,Marlins
2015,7,Yankees,Reds
2015,8,Nationals,Blue Jays
2015,8,Braves,Angels
2015,8,Pirates,Cubs
2015,8,Twins,Indians
2015,8,White Sox,Yankees
2015,8,Red Sox,Orioles
2015,8,Rockies,Diamondbacks
2015,8,Rays,Mariners
2015,8,Dodgers,Phillies
2015,8,Brewers,Tigers
2015,8,Athletics,Marlins
2015,8,Padres,Giants
2015,8,Reds,Mets
2015,8,Rangers,Astros
2015,8,Royals,Cardinals
2015,9,Marlins,Tigers
2015,9,Giants,Braves
2015,9,Royals,Diamondbacks
2015,9,Phillies,Rays
2015,9,Cardinals,Blue Jays
2015,9,Astros,Cubs
2015,9,Pirates,Twins
2015,9,Mets,Rockies
2015,9,Brewers,Mariners
2015,9,Dodgers,Red Sox
2015,9,White Sox,Reds
2015,9,Angels,Indians
2015,9,Orioles,Yankees
2015,9,Padres,Athletics
2015,9,Rangers,Nationals
2015,10,Athletics,Orioles
2015,10,Royals,Red Sox
2015,10,White Sox,Dodgers
2015,10,Reds,Pirates
2015,10,Braves,Twins
2015,10,Angels,Blue Jays
2015,10,Rays,Brewers
2015,10,Padres,Indians
2015,10,Tigers,Astros
2015,10,Rangers,Cardinals
2015,10,Rockies,Cubs
2015,10,Yankees,Phillies
2015,10,Nationals,Diamondbacks
2015,10,Marlins,Mariners
2015,10,Giants,Mets
2015,11,Reds,Royals
2015,11,Indians,Cardinals
2015,11,Giants,Rays
2015,11,Blue Jays,Brewers
2015,11,Orioles,Mariners
2015,11,Athletics,Pirates
2015,11,Nationals,Astros
2015,11,Angels,White Sox
2015,11,Diamondbacks,Braves
2015,11,Phillies,Red Sox
2015,11,Dodgers,Tigers
2015,11,Rockies,Yankees
2015,11,Padres,Mets
2015,11,Cubs,Rangers
2015,11,Marlins,Twins
2015,12,Red Sox,Braves
2015,12,Nationals,Cardinals
2015,12,Marlins,Yankees
2015,12,Blue Jays,Indians
2015,12,Royals,Twins
2015,12,Angels,Rangers
2015,12,Rays,White Sox
2015,12,Reds,Diamondbacks
2015,12,Athletics,Astros
2015,12,Phillies,Pirates
2015,12,Mets,Cubs
2015,12,Rockies,Dodgers
2015,12,Giants,Padres
2015,12,Brewers,Orioles
2015,12,Tigers,Mariners
2015,13,Indians,Pirates
2015,13,Rays,Diamondbacks
2015,13,Cardinals,Cubs
2015,13,Nationals,Rangers
2015,13,Padres,Marlins
2015,13,Braves,Orioles
2015,13,White Sox,Mets
2015,13,Yankees,Rockies
2015,13,Dodgers,Mariners
2015,13,Tigers,Blue Jays
2015,13,Royals,Angels
2015,13,Reds,Athletics
2015,13,Giants,Brewers
2015,13,Astros,Red Sox
2015,13,Twins,Phillies
2015,14,Astros,Pirates
2015,14,Athletics,Cubs
2015,14,Giants,Cardinals
2015,14,Braves,Nationals
2015,14,Yankees,Marlins
2015,14,Rangers,Dodgers
2015,14,Rockies,Brewers
2015,14,Blue Jays,Indians
2015,14,Orioles,Padres
2015,14,Twins,Tigers
2015,14,Rays,Angels
2015,14,Mariners,Red Sox
2015,14,Mets,Diamondbacks
2015,14,White Sox,Phillies
2015,14,Reds,Royals
2015,15,Orioles,Pirates
2015,15,Phillies,Brewers
2015,15,Athletics,Braves
2015,15,Rays,Padres
2015,15,Mets,Marlins
2015,15,Red Sox,White Sox
2015,15,Nationals,Twins
2015,15,Astros,Tigers
2015,15,Dodgers,Cardinals
2015,15,Rangers,Rockies
2015,15,Blue Jays,Royals
2015,15,Angels,Indians
2015,15,Diamondbacks,Reds
2015,15,Cubs,Yankees
2015,15,Giants,Mariners
2015,16,Mets,Yankees
2015,16,Giants,Indians
2015,16,Rays,Tigers
2015,16,Reds,Mariners
2015,16,Twins,Brewers
2015,16,Cubs,Dodgers
2015,16,Red Sox,White Sox
2015,16,Marlins,Braves
2015,16,Diamondbacks,Astros
2015,16,Athletics,Cardinals
2015,16,Rangers,Rockies
2015,16,Phillies,Orioles
2015,16,Pirates,Angels
2015,16,Blue Jays,Royals
2015,16,Nationals,Padres
2015,17,Cardinals,Dodgers
2015,17,Blue Jays,Padres
2015,17,Rangers,Tigers
2015,17,Angels,White Sox
2015,17,Diamondbacks,Astros
2015,17,Athletics,Twins
2015,17,Rockies,Reds
2015,17,Mets,Phillies
2015,17,Braves,Mariners
2015,17,Giants,Cubs
2015,17,Marlins,Brewers
2015,17,Royals,Yankees
2015,17,Nationals,Red Sox
2015,17,Rays,Indians
2015,17,Orioles,Pirates
2015,18,Brewers,Mets
2015,18,Pirates,Astros
2015,18,Rays,Phillies
2015,18,Cubs,Athletics
2015,18,White Sox,Tigers
2015,18,Rangers,Indians
2015,18,Diamondbacks,Orioles
2015,18,Marlins,Blue Jays
2015,18,Twins,Royals
2015,18,Cardinals,Angels
2015,18,Red Sox,Yankees
2015,18,Padres,Reds
2015,18,Braves,Nationals
2015,18,Mariners,Dodgers
2015,18,Rockies,Giants
2015,19,Reds,Red Sox
2015,19,Marlins,Orioles
2015,19,Cubs,Mets
2015,19,White Sox,Phillies
2015,19,Braves,Pirates
2015,19,Rays,Astros
2015,19,Mariners,Tigers
2015,19,Athletics,Royals
2015,19,Twins,Rangers
2015,19,Yankees,Blue Jays
2015,19,Padres,Angels
2015,19,Cardinals,Giants
2015,19,Brewers,Diamondbacks
2015,19,Nationals,Rockies
2015,19,Dodgers,Indians
2015,20,Cubs,Red Sox
2015,20,Diamondbacks,Yankees
2015,20,Phillies,Twins
2015,20,Rays,Angels
2015,20,Mets,Brewers
2015,20,White Sox,Pirates
2015,20,Rangers,Reds
2015,20,Nationals,Padres
2015,20,Cardinals,Dodgers
2015,20,Braves,Marlins
2015,20,Royals,Astros
2015,20,Blue Jays,Orioles
2015,20,Rockies,Athletics
2015,20,Tigers,Giants
2015,20,Indians,Mariners
2015,21,Braves,Marlins
2015,21,Rays,Padres
2015,21,Angels,Diamondbacks
2015,21,Rockies,Mariners
2015,21,Red Sox,Dodgers
2015,21,Phillies,Blue Jays
2015,21,Royals,Reds
2015,21,Nationals,Cubs
2015,21,Yankees,Orioles
2015,21,Giants,Brewers
2015,21,Tigers,Pirates
2015,21,Indians,Cardinals
2015,21,Mets,Astros
2015,21,Rangers,White Sox
2015,21,Athletics,Twins
2015,22,Reds,Giants
2015,22,Orioles,Phillies
2015,22,Cubs,Mariners
2015,22,Tigers,Marlins
2015,22,Cardinals,Indians
2015,22,Dodgers,Diamondbacks
2015,22,Rays,Astros
2015,22,Yankees,Angels
2015,22,Padres,White Sox
2015,22,Brewers,Nationals
2015,22,Pirates,Rockies
2015,22,Royals,Twins
2015,22,Mets,Red Sox
2015,22,Rangers,Athletics
2015,22,Braves,Blue Jays
2015,23,Brewers,Tigers
2015,23,Angels,Cubs
2015,23,Marlins,Royals
2015,23,Phillies,Athletics
2015,23,Mets,Red Sox
2015,23,Rangers,Rockies
2015,23,Cardinals,Giants
2015,23,Blue Jays,Yankees
2015,23,Padres,Reds
2015,23,White Sox,Nationals
2015,23,Indians,Astros
2015,23,Dodgers,Diamondbacks
2015,23,Orioles,Braves
2015,23,Mariners,Twins
2015,23,Rays,Pirates
2015,24,Reds,Mariners
2015,24,Cardinals,Pirates
2015,24,Blue Jays,White Sox
2015,24,Rangers,Tigers
2015,24,Astros,Angels
2015,24,Braves,Mets
2015,24,Orioles,Nationals
2015,24,Giants,Royals
2015,24,Red Sox,Cubs
2015,24,Athletics,Phillies
2015,24,Diamondbacks,Dodgers
2015,24,Marlins,Rockies
2015,24,Brewers,Rays
2015,24,Yankees,Padres
2015,24,Twins,Indians
2015,25,Marlins,Phillies
2015,25,Twins,Red Sox
2015,25,Blue Jays,Cardinals
2015,25,Astros,Dodgers
2015,25,Royals,Angels
2015,25,Brewers,Athletics
2015,25,Mariners,Pirates
2015,25,Rockies,Yankees
2015,25,Cubs,Nationals
2015,25,Giants,Braves
2015,25,Orioles,Mets
2015,25,Rangers,Reds
2015,25,Diamondbacks,Rays
2015,25,Padres,Indians
2015,25,White Sox,Tigers
2015,26,Astros,Pirates
2015,26,Twins,Red Sox
2015,26,Reds,Indians
2015,26,White Sox,Tigers
2015,26,Blue Jays,Rockies
2015,26,Braves,Royals
2015,26,Orioles,Rays
2015,26,Cubs,Mariners
2015,26,Cardinals,Marlins
2015,26,Athletics,Dodgers
2015,26,Rangers,Padres
2015,26,Yankees,Diamondbacks
2015,26,Brewers,Nationals
2015,26,Mets,Giants
2015,26,Angels,Phillies
2015,27,Braves,Brewers
2015,27,White Sox,Marlins
2015,27,Diamondbacks,Dodgers
2015,27,Phillies,Athletics
2015,27,Red Sox,Mets
2015,27,Giants,Pirates
2015,27,Mariners,Reds
2015,27,Royals,Padres
2015,27,Cubs,Rangers
2015,27,Cardinals,Blue Jays
2015,27,Rockies,Orioles
2015,27,Indians,Nationals
2015,27,Twins,Tigers
2015,27,Astros,Rays
2015,27,Yankees,Angels
2015,28,Astros,Braves
2015,28,Padres,Mariners
2015,28,Yankees,Nationals
2015,28,Dodgers,Diamondbacks
2015,28,Marlins,Orioles
2015,28,Indians,Rockies
2015,28,Angels,Rays
2015,28,Pirates,Cubs
2015,28,Royals,Twins
2015,28,Red Sox,Brewers
2015,28,Giants,White Sox
2015,28,Blue Jays,Rangers
2015,28,Athletics,Reds
2015,28,Mets,Phillies
2015,28,Tigers,Cardinals
2015,29,Pirates,White Sox
2015,29,Nationals,Red Sox
2015,29,Rays,Brewers
2015,29,Cubs,Cardinals
2015,29,Rangers,Giants
2015,29,Blue Jays,Diamondbacks
2015,29,Phillies,Angels
2015,29,Yankees,Athletics
2015,29,Twins,Tigers
2015,29,Padres,Dodgers
2015,29,Reds,Mets
2015,29,Astros,Rockies
2015,29,Braves,Marlins
2015,29,Orioles,Royals
2015,29,Indians,Mariners
2015,30,Red Sox,White Sox
2015,30,Pirates,Mariners
2015,30,Tigers,Athletics
2015,30,Angels,Astros
2015,30,Blue Jays,Braves
2015,30,Cardinals,Orioles
2015,30,Dodgers,Padres
2015,30,Diamondbacks,Rangers
2015,30,Marlins,Rays
2015,30,Indians,Rockies
2015,30,Cubs,Twins
2015,30,Yankees,Reds
2015,30,Phillies,Brewers
2015,30,Giants,Mets
2015,30,Nationals,Royals
2015,31,Cubs,Yankees
2015,31,White Sox,Diamondbacks
2015,31,Rays,Royals
2015,31,Angels,Marlins
2015,31,Giants,Astros
2015,31,Orioles,Athletics
2015,31,Dodgers,Cardinals
2015,31,Red Sox,Mariners
2015,31,Pirates,Twins
2015,31,Blue Jays,Phillies
2015,31,Indians,Brewers
2015,31,Braves,Rockies
2015,31,Tigers,Padres
2015,31,Nationals,Reds
2015,31,Rangers,Mets
2015,32,Blue Jays,Indians
2015,32,Nationals,Diamondbacks
2015,32,Marlins,Orioles
2015,32,White Sox,Twins
2015,32,Brewers,Yankees
2015,32,Mariners,Pirates
2015,32,Reds,Royals
2015,32,Giants,Rockies
2015,32,Rays,Rangers
2015,32,Cardinals,Braves
2015,32,Red Sox,Astros
2015,32,Dodgers,Phillies
2015,32,Cubs,Tigers
2015,32,Mets,Athletics
2015,32,Angels,Padres
2015,33,Nationals,Cardinals
2015,33,Orioles,Phillies
2015,33,Athletics,Marlins
2015,33,Mets,Rangers
2015,33,Tigers,Indians
2015,33,Twins,Rays
2015,33,Rockies,Brewers
2015,33,Cubs,Reds
2015,33,Dodgers,Padres
2015,33,Mariners,Giants
2015,33,Pirates,Diamondbacks
2015,33,Royals,White Sox
2015,33,Blue Jays,Astros
2015,33,Yankees,Red Sox
2015,33,Angels,Braves
2015,34,Marlins,Royals
2015,34,Twins,Phillies
2015,34,Tigers,Mets
2015,34,Braves,Rays
2015,34,Rockies,Brewers
2015,34,Astros,Angels
2015,34,Indians,White Sox
2015,34,Diamondbacks,Athletics
2015,34,Orioles,Pirates
2015,34,Mariners,Yankees
2015,34,Red Sox,Nationals
2015,34,Padres,Reds
2015,34,Rangers,Cardinals
2015,34,Cubs,Blue Jays
2015,34,Dodgers,Giants
2015,35,Cubs,Reds
2015,35,Royals,White Sox
2015,35,Yankees,Astros
2015,35,Tigers,Red Sox
2015,35,Dodgers,Orioles
2015,35,Mets,Rays
2015,35,Rangers,Padres
2015,35,Diamondbacks,Blue Jays
2015,35,Marlins,Giants
2015,35,Nationals,Indians
2015,35,Rockies,Cardinals
2015,35,Twins,Mariners
2015,35,Brewers,Athletics
2015,35,Phillies,Pirates
2015,35,Braves,Angels
2015,36,Tigers,Rockies
2015,36,Royals,Yankees
2015,36,White Sox,Orioles
2015,36,Athletics,Indians
2015,36,Rays,Cubs
2015,36,Twins,Reds
2015,36,Mets,Diamondbacks
2015,36,Dodgers,Phillies
2015,36,Astros,Pirates
2015,36,Giants,Red Sox
2015,36,Blue Jays,Nationals
2015,36,Mariners,Marlins
2015,36,Rangers,Angels
2015,36,Padres,Braves
2015,36,Cardinals,Brewers
2015,37,Red Sox,Pirates
2015,37,Indians,Brewers
2015,37,Giants,Nationals
2015,37,Dodgers,Marlins
2015,37,Royals,Orioles
2015,37,Mets,Yankees
2015,37,White Sox,Cubs
2015,37,Astros,Blue Jays
2015,37,Padres,Phillies
2015,37,Cardinals,Rangers
2015,37,Rays,Twins
2015,37,Diamondbacks,Rockies
2015,37,Braves,Tigers
2015,37,Mariners,Angels
2015,37,Reds,Athletics
2015,38,Rockies,Red Sox
2015,38,Phillies,Mariners
2015,38,Diamondbacks,Twins
2015,38,Reds,Giants
2015,38,Mets,Blue Jays
2015,38,Indians,Pirates
2015,38,Braves,Royals
2015,38,Tigers,Cardinals
2015,38,Rays,Dodgers
2015,38,Athletics,Angels
2015,38,Rangers,Astros
2015,38,Nationals,Padres
2015,38,Cubs,Marlins
2015,38,Brewers,Yankees
2015,38,White Sox,Orioles
2015,39,Tigers,Angels
2015,39,Royals,Mariners
2015,39,White Sox,Marlins
2015,39,Blue Jays,Athletics
2015,39,Indians,Cubs
2015,39,Twins,Giants
2015,39,Nationals,Rockies
2015,39,Dodgers,Reds
2015,39,Orioles,Padres
2015,39,Yankees,Diamondbacks
2015,39,Rangers,Phillies
2015,39,Cardinals,Mets
2015,39,Astros,Braves
2015,39,Red Sox,Pirates
2015,39,Rays,Brewers
2015,40,Angels,Brewers
2015,40,Rockies,Cardinals
2015,40,Diamondbacks,Tigers
2015,40,Phillies,Blue Jays
2015,40,Braves,Mets
2015,40,Red Sox,White Sox
2015,40,Pirates,Dodgers
2015,40,Padres,Reds
2015,40,Marlins,Indians
2015,40,Twins,Rays
2015,40,Orioles,Mariners
2015,40,Royals,Yankees
2015,40,Astros,Giants
2015,40,Nationals,Cubs
2015,40,Rangers,Athletics
2015,41,Orioles,Rockies
2015,41,Cubs,White Sox
2015,41,Nationals,Braves
2015,41,Royals,Phillies
2015,41,Padres,Tigers
2015,41,Rays,Cardinals
2015,41,Athletics,Twins
2015,41,Marlins,Giants
2015,41,Reds,Brewers
2015,41,Indians,Dodgers
2015,41,Yankees,Blue Jays
2015,41,Mariners,Angels
2015,41,Mets,Rangers
2015,41,Red Sox,Astros
2015,41,Diamondbacks,Pirates
2015,42,Indians,Rockies
2015,42,Dodgers,Pirates
2015,42,Red Sox,Tigers
2015,42,Phillies,Mets
2015,42,Marlins,White Sox
2015,42,Blue Jays,Yankees
2015,42,Giants,Mariners
2015,42,Rangers,Reds
2015,42,Brewers,Royals
2015,42,Angels,Athletics
2015,42,Nationals,Orioles
2015,42,Diamondbacks,Astros
2015,42,Cubs,Braves
2015,42,Padres,Rays
2015,42,Cardinals,Twins
2015,43,Angels,Athletics
2015,43,Orioles,Brewers
2015,43,Royals,Reds
2015,43,Rays,Mariners
2015,43,Diamondbacks,Braves
2015,43,Padres,Twins
2015,43,Cubs,White Sox
2015,43,Phillies,Yankees
2015,43,Red Sox,Nationals
2015,43,Tigers,Dodgers
2015,43,Astros,Pirates
2015,43,Marlins,Rangers
2015,43,Rockies,Cardinals
2015,43,Mets,Blue Jays
2015,43,Indians,Giants
2015,44,Reds,Phillies
2015,44,Indians,Nationals
2015,44,Padres,Orioles
2015,44,Marlins,Yankees
2015,44,White Sox,Braves
2015,44,Rockies,Mets
2015,44,Astros,Red Sox
2015,44,Angels,Brewers
2015,44,Diamondbacks,Royals
2015,44,Blue Jays,Rays
2015,44,Giants,Rangers
2015,44,Dodgers,Cubs
2015,44,Mariners,Tigers
2015,44,Twins,Athletics
2015,44,Cardinals,Pirates
2015,45,Cubs,Angels
2015,45,Blue Jays,Giants
2015,45,Pirates,Padres
2015,45,Twins,Cardinals
2015,45,Tigers,Royals
2015,45,Brewers,Indians
2015,45,Red Sox,Yankees
2015,45,Mets,Diamondbacks
2015,45,Astros,Rays
2015,45,Mariners,Braves
2015,45,Phillies,Athletics
2015,45,Dodgers,Reds
2015,45,Rangers,Nationals
2015,45,Rockies,Orioles
2015,45,White Sox,Marlins
2015,46,Rays,Braves
2015,46,Dodgers,Twins
2015,46,Reds,Pirates
2015,46,Yankees,Phillies
2015,46,Astros,Nationals
2015,46,Tigers,Mets
2015,46,Diamondbacks,Cubs
2015,46,White Sox,Cardinals
2015,46,Athletics,Red Sox
2015,46,Rockies,Orioles
2015,46,Brewers,Blue Jays
2015,46,Padres,Mariners
2015,46,Indians,Angels
2015,46,Giants,Royals
2015,46,Rangers,Marlins
2015,47,Phillies,White Sox
2015,47,Astros,Rangers
2015,47,Dodgers,Cardinals
2015,47,Red Sox,Rockies
2015,47,Orioles,Yankees
2015,47,Tigers,Blue Jays
2015,47,Mariners,Diamondbacks
2015,47,Mets,Padres
2015,47,Royals,Braves
2015,47,Pirates,Twins
2015,47,Nationals,Athletics
2015,47,Reds,Brewers
2015,47,Angels,Cubs
2015,47,Giants,Marlins
2015,47,Rays,Indians
2015,48,Orioles,White Sox
2015,48,Rockies,Red Sox
2015,48,Twins,Indians
2015,48,Blue Jays,Giants
2015,48,Cardinals,Rays
2015,48,Marlins,Reds
2015,48,Royals,Pirates
2015,48,Cubs,Brewers
2015,48,Athletics,Astros
2015,48,Angels,Dodgers
2015,48,Nationals,Tigers
2015,48,Rangers,Mets
2015,48,Braves,Yankees
2015,48,Phillies,Diamondbacks
2015,48,Mariners,Padres
2015,49,Pirates,Athletics
2015,49,Braves,Twins
2015,49,Reds,Cardinals
2015,49,Tigers,Mets
2015,49,Royals,Yankees
2015,49,Diamondbacks,Mariners
2015,49,Blue Jays,Rays
2015,49,Angels,Dodgers
